"model_name","src_path","is_parsed","ref_resolving_error","syntax_error","error_codes"
"Flowlatencysampleddata","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/flow_analysis/flowlatencysampleddata.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Flowlatencysampleddata","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/flow_analysis/flowlatencysampleddata.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Pacemaker_Pkg","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/pacemaker/pacemaker.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"subsystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/fms/subsystem.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"subsystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/fms/subsystem.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"subsystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/fms/subsystem.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"subsystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/fms/subsystem.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"GAIA::Implementations","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/aram/gaia-implementations.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"GAIA::Implementations","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/aram/gaia-implementations.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Hello_World","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/air/hello_2partitions/hello_world.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"PING","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/air/ping/ping-air.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/property_set/pok.aadl","false","5","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"emaxxv2_power_distrib","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/uxv/emaxxv2/emaxxv2_power_distrib.aadl","true","0","0","[]"
"STM32Discovery_Ada","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/stm32discovery_ada/stm32discovery_ada.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Robot_BA","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/robot_ba/robot_ba.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Main_Ardupilot","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/ardupilot/main_Ardupilot.aadl","true","1","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Main_Ardupilot","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/ardupilot/main_Ardupilot.aadl","true","1","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Producer::Consumer_BA","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/producer_consumer_ba/producer_consumer_ba.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Hello_World","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/air/hello/hello_world.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"AHRS::Systems","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/ahrs_discovery/ahrs-systems.aadl","true","0","0","[]"
"AvionicsBusManagers","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/multicore/avionicsbusmanagers.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"fms","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/fms/fms.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"MinePump_BA","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/minepump_ba/minepump_ba.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Round_Robin","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/round_robin/round_robin.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Round_Robin","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/round_robin/round_robin.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mars_pathfinder","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/pathfinder_system/mars_pathfinder.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mars_pathfinder","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/pathfinder_system/mars_pathfinder.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"traxsterv3_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/uxv/traxsterv3/traxsterv3_system.aadl","true","8","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Robot","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/robot/robot.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ROSACE::XtratuM","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/rosace/rosace-xtratum.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ROSACE::XtratuM","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/rosace/rosace-xtratum.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Producer::Consumer","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/producer_consumer/producer_consumer.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Test::BA::Backend","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/producer_consumer_ba_4ports_manyDispatchTriggers/producer_consumer_ba_4ports_manyDispatchTriggers.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mjpeg::integration","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mjpeg/integration.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mjpeg::integration","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mjpeg/integration.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mjpeg::integration","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mjpeg/integration.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mjpeg::integration","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mjpeg/integration.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mjpeg::integration","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mjpeg/integration.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/property_set/memory_segment_properties.aadl","false","1","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::ArduImu","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/aadl/boards/boards-arduimu.aadl","true","0","0","[]"
"Test::BA::Backend_BA_V3","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/producer_consumer_ba_many_transitions/producer_consumer_ba_v3.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"MoDeVVa","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mosart/modevva.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Mixin","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mixin/mixin.aadl","true","4","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"GAIA::Functions","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/aram/gaia-functions.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"DMS","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/doors/dms.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::GR_XC3S_1500","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/aadl/boards/boards-gr_xc3s_1500.aadl","true","9","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::GR_XC3S_1500","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/aadl/boards/boards-gr_xc3s_1500.aadl","true","9","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::Verdex_XM4","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/aadl/boards/boards-verdex_xm4.aadl","true","4","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"autopilot_subsys","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/paparazzi/autopilot_subsys.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Test::BA::Backend_BA_V2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/producer_consumer_ba2/producer_consumer_ba_v2.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"arincexample2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/arinc653_annex/example_2/arincexample2.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"arincexample2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/arinc653_annex/example_2/arincexample2.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"arincexample2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/arinc653_annex/example_2/arincexample2.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Ravenscar_Example","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/ravenscar/ravenscar_example.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::SBCP4080E","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/aadl/boards/boards-sbcp4080.aadl","true","8","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/aram/mission_properties.aadl","false","1","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/property_set/bus_properties.aadl","false","6","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/property_set/electricity_properties.aadl","false","2","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::CPIOM","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/aadl/boards/boards-cpiom.aadl","true","4","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Processors::x86","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/src/aadl/processors/processors-x86.aadl","true","1","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Time_Triggered","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/time_triggered/time_triggered.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"minirocket_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/uxv/minirocket/minirocket_system.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ASL","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/asl/asl.aadl","true","0","0","[]"
"RAP_Code","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/rap_code/rap.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mjpeg::platform","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mjpeg/mjpeg-platform.aadl","true","0","0","[]"
"mjpeg::platform","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mjpeg/mjpeg-platform.aadl","true","0","0","[]"
"PartitionedSystemExample","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/arinc653_annex/example_1/partitionedsystemexample.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/units/unit_ps.aadl","false","0","1","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/mjpeg/spacestudio.aadl","false","6","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"AHRS::Hardware","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/ahrs_discovery/ahrs-hardware.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"AHRS::Hardware","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/ahrs_discovery/ahrs-hardware.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"AHRS::Hardware","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/ahrs_discovery/ahrs-hardware.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"RMAAadl","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AADLib/examples/rma/rma.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
